PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata
AGRI_045,Agriculture,Crop Production,"Zambian farmers are urged to know how to identify the symptoms of cassava brown streak disease on infected cassava roots, stems, and leaves, and to know where to get disease-free cassava planting materials.","Wakulima wa Zambia wanahimizwa kujua dalili za ugonjwa wa mhogo wa mhogo kwenye mizizi, mashina, na majani yaliyoambukizwa, na kujua mahali pa kupata vifaa visivyo na maradhi ya muhogo.",,"Farm Radio International, ""Control of cassava brown streak disease in Zambia"" (scripts.farmradio.fm/radio-script/backgrounder-control-cassava-brown-streak-disease-zambia/)",2026-01-01,tone=advisory; platform=radio backgrounder; urgency=medium; translation=team; source_lang=en; country=Zambia; licensing=confirm with FRI before redistribution beyond class use; qa_tool=opus; qa_roundtrip=0.776
AGRI_046,Agriculture,Crop Production,"Vegetable farmers should buy certified and treated seeds, unless growing organically, in which case seeds cannot be treated.","Wakulima wa mboga wanapaswa kununua mbegu zilizoidhinishwa na kutibiwa, isipokuwa kukua kikaboni, katika hali ambayo mbegu haziwezi kutibiwa.",,"Farm Radio International, ""Good agricultural practices for vegetable production in Ghana"" (scripts.farmradio.fm/radio-script/backgrounder-good-agricultural-practices-vegetable-production-ghana/)",2026-01-01,tone=advisory; platform=radio backgrounder; urgency=low; translation=team; source_lang=en; country=Ghana; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.912
AGRI_047,Agriculture,Livestock,"To treat chicken diarrhea naturally, some Tanzanian poultry farmers wash and cut ripe Aloe Vera leaves, squeeze out the juice, and mix it into the chickens' drinking water or feed - but consult a veterinarian first for the correct dosage for the chickens' age, and always keep the chicken house clean and provide a balanced diet alongside any natural remedy.","Ili kutibu kuhara kwa kuku kwa kawaida, baadhi ya wafugaji wa kuku wa Tanzania huosha na kukata majani ya Aloe Vera yaliyoiva, kufinya juisi, na kuchanganya kwenye maji ya kunywa ya kuku au malisho - lakini wasiliana na daktari wa mifugo kwanza kwa kipimo sahihi cha umri wa kuku, na daima weka nyumba ya kuku safi na kutoa lishe bora pamoja na dawa yoyote ya asili.",,"Farm Radio International, ""Tanzania: Farmers use Aloe Vera to treat chicken diarrhea in Karagwe District"" (scripts.farmradio.fm/radio-script/tanzania-farmers-use-aloe-vera-to-treat-chicken-diarrhea-in-karagwe-district/)",2026-01-01,tone=advisory; platform=radio script; urgency=low; translation=team; source_lang=en; country=Tanzania; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.379
AGRI_048,Agriculture,Crop Production,"Farmers using chemical pesticides against Fall armyworm should know when and how to use them safely, and how to store and clean the equipment and protective wear, to protect themselves, their families, and their communities.","Wakulima wanaotumia kemikali za kuua wadudu dhidi ya minyoo aina ya Fall na jinsi ya kuzitumia kwa usalama, na jinsi ya kuhifadhi na kusafisha vifaa na nguo za kujikinga, kujilinda wenyewe, familia zao, na jumuiya zao.",,"Farm Radio International, ""Using chemical pesticides safely: The case of Fall armyworm in Ethiopia"" (scripts.farmradio.fm/radio-script/using-chemical-pesticides-safely-case-fall-armyworm-ethiopia/)",2026-01-01,tone=advisory; platform=radio script; urgency=medium; translation=team; source_lang=en; country=Ethiopia; licensing=confirm with FRI before redistribution beyond class use; qa_tool=opus; qa_roundtrip=0.833
AGRI_049,Agriculture,Crop Production,"For maize, support grain filling and monitor ear development to manage low pollination stress.","Kwa mahindi, saidia kujaza nafaka na kufuatilia ukuaji wa sikio ili kudhibiti mkazo mdogo wa uchavushaji.",,"Ghana Meteorological Agency (GMet), Dekadal Agromet Bulletin, June 3rd Dekad 2025 (meteo.gov.gh/documents/5893/AGROMET_BULLETIN_JUNE_3RD_DEKAD_2025.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Ghana; qa_tool=azure; qa_roundtrip=0.659
AGRI_050,Agriculture,Crop Production,"For rice, optimize water use to support grain filling and manage flowering.","Kwa mchele, boresha matumizi ya maji ili kusaidia kujaza nafaka na kudhibiti maua.",,"Ghana Meteorological Agency (GMet), Dekadal Agromet Bulletin, June 3rd Dekad 2025 (meteo.gov.gh/documents/5893/AGROMET_BULLETIN_JUNE_3RD_DEKAD_2025.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Ghana; qa_tool=azure; qa_roundtrip=0.742
AGRI_051,Agriculture,Sustainable Farming,"Farmers, herders, water resource managers, and relevant authorities are advised to invest in high-yielding, water-tolerant crops, such as rice and tubers.","Wakulima, wafugaji, wasimamizi wa rasilimali za maji, na mamlaka husika wanashauriwa kuwekeza katika mazao yenye mavuno mengi, yanayostahimili maji, kama vile mchele na mizizi.",,"The Gambia Dept. of Water Resources / MoFWR, Early Warning Bulletin for Food Security, 2025 Rainy Season Outlook (meteogambia.gm/documents/511/May_3__2025_Cah5bfw.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Gambia; qa_tool=azure; qa_roundtrip=0.948
AGRI_052,Agriculture,Sustainable Farming,"Promote irrigated agriculture, particularly in the floodplains of the River Gambia, while carefully managing flood risks.","Kukuza kilimo cha umwagiliaji, haswa katika mabonde ya mafuriko ya Mto Gambia, wakati unasimamia kwa uangalifu hatari za mafuriko.",,"The Gambia Dept. of Water Resources / MoFWR, Early Warning Bulletin for Food Security, 2025 Rainy Season Outlook (meteogambia.gm/documents/511/May_3__2025_Cah5bfw.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Gambia; qa_tool=azure; qa_roundtrip=0.9
AGRI_053,Agriculture,Sustainable Farming,"Deploy climate-smart agricultural practices to enhance yields of both crops and fodder, especially methods that effectively manage excess rainfall.","Kutumia mazoea ya kilimo ya hali ya hewa ya busara ili kuongeza mavuno ya mazao na wanyama, hasa njia ambazo zinasimamia kwa ufanisi mvua nyingi.",,"The Gambia Dept. of Water Resources / MoFWR, Early Warning Bulletin for Food Security, 2025 Rainy Season Outlook (meteogambia.gm/documents/511/May_3__2025_Cah5bfw.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Gambia; qa_tool=nllb; qa_roundtrip=0.728
AGRI_054,Agriculture,Crop Production,"As rainfall increases and soils become saturated, farmers are encouraged to properly prepare their fields to reduce the risk of flooding and minimize damage to crops, including creating drainage channels where possible to prevent waterlogging.","Mvua inapoongezeka na udongo kujaa, wakulima wanatiwa moyo kutayarisha mashamba yao ifaavyo ili kupunguza mafuriko na kupunguza uharibifu wa mazao, kutia ndani kufanyiza mifereji ya kuondoa maji inapowezekana ili kuzuia maji yasipenye.",,"Liberia Meteorological Service, Dekadal Early Warning Bulletin, Sept 2025 (meteoliberia.com/documents/22/DEKA3_SEPT_2025_VS68EWB.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Liberia; qa_tool=opus; qa_roundtrip=0.616
AGRI_055,Agriculture,Crop Production,"Farmers are encouraged to plant water-resistant or flood-tolerant crop varieties to reduce losses, and to monitor crops regularly for signs of disease or stress caused by excess moisture.","Wakulima wanahimizwa kupanda aina za mazao yanayostahimili maji au yanayostahimili mafuriko ili kupunguza hasara, na kufuatilia mazao mara kwa mara kwa dalili za ugonjwa au mafadhaiko yanayosababishwa na unyevu kupita kiasi.",,"Liberia Meteorological Service, Dekadal Early Warning Bulletin, Sept 2025 (meteoliberia.com/documents/22/DEKA3_SEPT_2025_VS68EWB.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Liberia; qa_tool=azure; qa_roundtrip=0.891
AGRI_056,Agriculture,Livestock,"Farmers are encouraged to move animals to higher ground to avoid flooding and reduce the risk of waterborne diseases, and to ensure animals are well-housed and hygienic to prevent disease outbreaks.","Wakulima wanahimizwa kuhamisha wanyama hadi maeneo ya juu ili kuepuka mafuriko na kupunguza hatari ya magonjwa yanayosababishwa na maji, na kuhakikisha wanyama wanakaa vizuri na wanasafi ili kuzuia milipuko ya magonjwa.",,"Liberia Meteorological Service, Dekadal Early Warning Bulletin, Sept 2025 (meteoliberia.com/documents/22/DEKA3_SEPT_2025_VS68EWB.pdf)",2026-01-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; country=Liberia; qa_tool=azure; qa_roundtrip=0.916
AGRI_057,Agriculture,Sustainable Farming,Promote resilience and climate-smart agricultural production in areas which depend on crop and livestock activities.,Kukuza ustahimilivu na uzalishaji wa kilimo unaozingatia hali ya hewa katika maeneo ambayo yanategemea shughuli za mazao na mifugo.,,Namibia NAMVAC 2022/23 Vulnerability Assessment and Analysis Report (mirrored at nafsan.org/wp-content/uploads/2023/11/Namibia-2022-23-Vulnerability-Assessment.pdf),2026-01-01,tone=advisory; platform=government vulnerability assessment report; urgency=medium; translation=team; source_lang=en; country=Namibia; qa_tool=azure; qa_roundtrip=0.861
AGRI_058,Agriculture,Livestock,"Strengthen transboundary disease and pest early-warning and surveillance systems, especially for African Migratory Locusts and Foot and Mouth Disease in livestock.","Kuimarisha mifumo ya tahadhari ya mapema na ufuatiliaji wa magonjwa ya mipaka na wadudu, haswa kwa Nzige Wanaohama wa Kiafrika na Ugonjwa wa Miguu na Mdomo katika mifugo.",,Namibia NAMVAC 2022/23 Vulnerability Assessment and Analysis Report (mirrored at nafsan.org/wp-content/uploads/2023/11/Namibia-2022-23-Vulnerability-Assessment.pdf),2026-01-01,tone=advisory; platform=government vulnerability assessment report; urgency=medium; translation=team; source_lang=en; country=Namibia; qa_tool=azure; qa_roundtrip=0.745
AGRI_059,Agriculture,Livestock,Develop a sensitization program to promote drought-resistant breeds and seed varieties.,Tengeneza mpango wa uhamasishaji ili kukuza mifugo inayostahimili ukame na aina za mbegu.,,Namibia NAMVAC 2022/23 Vulnerability Assessment and Analysis Report (mirrored at nafsan.org/wp-content/uploads/2023/11/Namibia-2022-23-Vulnerability-Assessment.pdf),2026-01-01,tone=advisory; platform=government vulnerability assessment report; urgency=medium; translation=team; source_lang=en; country=Namibia; qa_tool=azure; qa_roundtrip=0.786
AGRI_060,Agriculture,Crop Production,Provide vegetable seeds to vulnerable households.,Toa mbegu za mboga kwa kaya zilizo hatarini.,,"Lesotho LVAC Vulnerability Assessment and Analysis Report, May 2016 (mirrored at docs.wfp.org/stellent/groups/public/documents/ena/wfp286688.pdf)",2026-01-01,tone=advisory; platform=government vulnerability assessment report; urgency=medium; translation=team; source_lang=en; country=Lesotho; qa_tool=azure; qa_roundtrip=0.745
AGRI_061,Agriculture,Agribusiness,Strengthen agricultural extension services to enhance access to services.,Kuimarisha huduma za ugani wa kilimo ili kuimarisha upatikanaji wa huduma.,,"Lesotho LVAC Vulnerability Assessment and Analysis Report, May 2016 (mirrored at docs.wfp.org/stellent/groups/public/documents/ena/wfp286688.pdf)",2026-01-01,tone=advisory; platform=government vulnerability assessment report; urgency=medium; translation=team; source_lang=en; country=Lesotho; qa_tool=azure; qa_roundtrip=0.98
AGRI_062,Agriculture,Livestock,Protect rangelands and introduce management systems that protect feeding sources for livestock.,Linda maeneo ya mbuga na kuanzisha mifumo ya usimamizi inayolinda chakula kwa ajili ya mifugo.,,"Lesotho LVAC Vulnerability Assessment and Analysis Report, May 2016 (mirrored at docs.wfp.org/stellent/groups/public/documents/ena/wfp286688.pdf)",2026-01-01,tone=advisory; platform=government vulnerability assessment report; urgency=medium; translation=team; source_lang=en; country=Lesotho; qa_tool=opus; qa_roundtrip=0.771
AGRI_063,Agriculture,Livestock,The government should strengthen surveillance and disease control programmes for livestock.,Serikali inapaswa kuimarisha programu za uchunguzi na za kudhibiti magonjwa kwa ajili ya mifugo.,,Zimbabwe ZimVAC 2023 Rural Livelihoods Assessment Report (fnc.org.zw/wp-content/uploads/2023/08/ZimVAC-2023-Rural-Livelihoods-Assessment-Report.pdf),2026-01-01,tone=advisory; platform=government vulnerability assessment report; urgency=medium; translation=team; source_lang=en; country=Zimbabwe; qa_tool=opus; qa_roundtrip=0.939
AGRI_064,Agriculture,Livestock,"Dairy cows should have access to quality feed and water for at least 22 hours per day, and require 12 to 14 hours of daily rest where they lie down.","Ng'ombe wa maziwa wanapaswa kupata malisho bora na maji kwa angalau masaa 22 kwa siku, na wanahitaji masaa 12 hadi 14 ya kupumzika kila siku ambapo wanalala.",,"Farm Radio International, ""Dairy production"" (scripts.farmradio.fm/radio-script/backgrounder-dairy-production/)",2026-01-01,tone=advisory; platform=radio backgrounder; urgency=low; translation=team; source_lang=en; country=general (no country specified); licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.865
AGRI_065,Agriculture,Crop Production,"Recommended malt barley production practices include row planting, weeding, and drainage, along with appropriate seed rates and the application of fertilizers and chemicals such as herbicides and fungicides.","Mazoea yanayopendekezwa ya uzalishaji wa shayiri ya kimea ni pamoja na upandaji wa safu, kupalilia na mifereji ya maji, pamoja na viwango vinavyofaa vya mbegu na uwekaji wa mbolea na kemikali kama vile dawa za kuulia wadudu na dawa za kuvu.",,"Farm Radio International, ""Malt barley production in Ethiopia"" (scripts.farmradio.fm/radio-script/backgrounder-malt-barley-production-ethiopia/)",2026-01-01,tone=advisory; platform=radio backgrounder; urgency=low; translation=team; source_lang=en; country=Ethiopia; licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.516
AGRI_066,Agriculture,Crop Production,"After harvest, parts of the maize plant can be used to feed livestock, or left on the soil or mixed into it to increase yields and improve resistance to drought.","Baada ya mavuno, sehemu za mmea wa mahindi zinaweza kutumika kulisha mifugo, au kuachwa kwenye udongo au kuchanganywa ndani yake ili kuongeza mavuno na kuboresha upinzani dhidi ya ukame.",,"Farm Radio International, ""Maize production"" (scripts.farmradio.fm/radio-script/backgrounder-maize-production/)",2026-01-01,tone=advisory; platform=radio backgrounder; urgency=low; translation=team; source_lang=en; country=general (no country specified); licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.966
AGRI_067,Agriculture,Crop Production,"Farmers should always remove overripe mango fruits, since they provide breeding sites for fruit flies.","Wakulima wanapaswa kuondoa matunda ya embe yaliyoiva kila wakati, kwani hutoa maeneo ya kuzaliana kwa nzi wa matunda.",,"Farm Radio International, ""Pest management in mangoes"" (scripts.farmradio.fm/radio-script/backgrounder-pest-management-mangoes/)",2026-01-01,tone=advisory; platform=radio backgrounder; urgency=low; translation=team; source_lang=en; country=general (no country specified); licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.876
AGRI_068,Agriculture,Crop Production,"Vines should be killed by uprooting or cutting at least 10 to 14 days before harvesting potatoes, to ensure that the skin of the tubers hardens.","Mizabibu inapaswa kuuawa kwa kung'oa au kukata angalau siku 10 hadi 14 kabla ya kuvuna viazi, ili kuhakikisha kuwa ngozi ya mizizi inakuwa ngumu.",,"Farm Radio International, ""Post-harvest management of Irish potatoes"" (scripts.farmradio.fm/radio-script/backgrounder-post-harvest-management-irish-potatoes/)",2026-01-01,tone=advisory; platform=radio backgrounder; urgency=low; translation=team; source_lang=en; country=general (no country specified); licensing=confirm with FRI before redistribution beyond class use; qa_tool=azure; qa_roundtrip=0.9
