Column1,Column2,Column3
HEA_00231,Health,Kenya Medical Association reminds the public that free dengue fever screening is available at all public health centres in Baringo County this June.
HEA_00232,Health,KEMSA calls on parents in Uasin Gishu County to have children under five screened for malaria during the November outreach.
HEA_00233,Health,Kenya Medical Association calls on parents in Nyandarua County to have children under five screened for HIV/AIDS during the January outreach.
HEA_00234,Health,Ministry of Health - Reproductive Health Unit reminds the public that free HIV/AIDS screening is available at all public health centres in Nandi County this April.
HEA_00235,Health,Kenya Red Cross calls on parents in Tharaka-Nithi County to have children under five screened for Rift Valley Fever during the February outreach.
HEA_00236,Health,KEMRI urges residents of Kisumu County to seek immediate testing at the nearest health facility following a rise in reported meningitis cases.
HEA_00237,Health,Division of Disease Surveillance and Response urges residents of Machakos County to complete the full recommended vaccination dose following a rise in reported meningitis cases.
HEA_00238,Health,CDC urges residents of Embu County to complete the full recommended vaccination dose following a rise in reported tuberculosis cases.
HEA_00239,Health,Notice: KEMSA confirms a typhoid outbreak alert for Bungoma County. Residents are advised to complete the full recommended vaccination dose.
HEA_00240,Health,CDC reminds the public that free malaria screening is available at all public health centres in Makueni County this March.
HEA_00241,Health,KEMSA urges residents of Mombasa County to use insecticide-treated mosquito nets every night following a rise in reported tuberculosis cases.
HEA_00242,Health,Notice: Ministry of Health confirms a cholera outbreak alert for Meru County. Residents are advised to complete the full recommended vaccination dose.
HEA_00243,Health,CDC calls on parents in Wajir County to have children under five screened for malaria during the December outreach.
HEA_00244,Health,Ministry of Health - Reproductive Health Unit calls on parents in West Pokot County to have children under five screened for meningitis during the September outreach.
HEA_00245,Health,Ministry of Health - Reproductive Health Unit urges residents of Narok County to seek immediate testing at the nearest health facility following a rise in reported meningitis cases.
HEA_00246,Health,Public health advisory: Kenya Red Cross warns of increased cholera risk in Baringo County and advises the public to seek immediate testing at the nearest health facility.
HEA_00247,Health,Kenya Medical Association calls on parents in Elgeyo-Marakwet County to have children under five screened for malaria during the November outreach.
HEA_00248,Health,Ministry of Health - Reproductive Health Unit calls on parents in Lamu County to have children under five screened for HIV/AIDS during the February outreach.
HEA_00249,Health,Public health advisory: KEMSA warns of increased typhoid risk in Lamu County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00250,Health,Public health advisory: CDC warns of increased cyclosporiasis risk in Nyamira County and advises the public to use insecticide-treated mosquito nets every night.
HEA_00251,Health,Public health advisory: Kenya Red Cross warns of increased meningitis risk in Baringo County and advises the public to avoid contact with contaminated water sources.
HEA_00252,Health,SHA (Social Health Authority) urges residents of Kisumu County to complete the full recommended vaccination dose following a rise in reported dengue fever cases.
HEA_00253,Health,Ministry of Health - Reproductive Health Unit calls on parents in Kitui County to have children under five screened for HIV/AIDS during the July outreach.
HEA_00254,Health,Kenya Medical Association calls on parents in Uasin Gishu County to have children under five screened for malaria during the December outreach.
HEA_00255,Health,Notice: Kenya Medical Association confirms a typhoid outbreak alert for Murang'a County. Residents are advised to report any suspected cases to community health volunteers.
HEA_00256,Health,Ministry of Health - Reproductive Health Unit reminds the public that free malaria screening is available at all public health centres in Lamu County this February.
HEA_00257,Health,Kenya Medical Association urges residents of Garissa County to complete the full recommended vaccination dose following a rise in reported HIV/AIDS cases.
HEA_00258,Health,Public health advisory: Ministry of Health warns of increased dengue fever risk in Vihiga County and advises the public to report any suspected cases to community health volunteers.
HEA_00259,Health,Kenya Medical Association urges residents of Turkana County to seek immediate testing at the nearest health facility following a rise in reported cyclosporiasis cases.
