PSA_ID,Domain,English,English_sw
HEA_00086,Health,CDC calls on parents in Wajir County to have children under five screened for meningitis during the July outreach.,CDC inawaomba wazazi katika Kaunti ya Wajir kuwa na watoto chini ya miaka mitano wachunguzwe kwa ajili ya meningitis wakati wa mkutano wa Julai.
HEA_00087,Health,Kenya Red Cross reminds the public that free cyclosporiasis screening is available at all public health centres in Kilifi County this December.,Msalaba Mwekundu wa Kenya unakumbusha umma kwamba uchunguzi wa bure wa cyclosporiasis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kilifi Desemba hii.
HEA_00088,Health,CDC urges residents of Kericho County to report any suspected cases to community health volunteers following a rise in reported tuberculosis cases.,CDC inawasihi wakazi wa Kaunti ya Kericho kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii kufuatia ongezeko la visa vya kifua kikuu vilivyoripotiwa.
HEA_00089,Health,SHA (Social Health Authority) calls on parents in Homa Bay County to have children under five screened for meningitis during the June outreach.,Shirika la Afya ya Jamii (SHA) linaomba wazazi katika jimbo la Homa Bay wafanye uchunguzi wa watoto chini ya miaka mitano kwa ajili ya meningitis wakati wa uchunguzi wa Juni.
HEA_00090,Health,Notice: SHA (Social Health Authority) confirms a dengue fever outbreak alert for Nairobi County. Residents are advised to report any suspected cases to community health volunteers.,Taarifa: Shirika la Afya ya Jamii (SHA) linathibitisha tahadhari ya kuzuka kwa homa ya dengue kwa Kaunti ya Nairobi. Wakazi wanashauriwa kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya wa jamii.
HEA_00091,Health,Division of Disease Surveillance and Response calls on parents in Trans Nzoia County to have children under five screened for typhoid during the December outreach.,Idara ya Ufuatiliaji na Jibu la Magonjwa inaomba wazazi katika Kaunti ya Trans Nzoia kuwa na watoto chini ya miaka mitano kuchunguzwa kwa ugonjwa wa kifua kikuu wakati wa huduma ya Desemba.
HEA_00092,Health,Public health advisory: KEMSA warns of increased cyclosporiasis risk in Tharaka-Nithi County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: KEMSA inaonya juu ya kuongezeka kwa hatari ya cyclosporiasis katika Kaunti ya Tharaka-Nithi na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00093,Health,Public health advisory: Kenya Red Cross warns of increased cholera risk in Trans Nzoia County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Msalaba Mwekundu wa Kenya unaonya juu ya kuongezeka kwa hatari ya kipindupindu katika Kaunti ya Trans Nzoia na anashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00094,Health,Notice: KEMRI confirms a meningitis outbreak alert for Elgeyo-Marakwet County. Residents are advised to report any suspected cases to community health volunteers.,Kumbuka: KEMRI inathibitisha tahadhari ya mlipuko wa meningitis kwa Kaunti ya Elgeyo-Marakwet. Wakazi wanashauriwa kuripoti kesi yoyote inayoshukiwa kwa wajitolea wa afya ya jamii.
HEA_00095,Health,Ministry of Health - Reproductive Health Unit calls on parents in Nandi County to have children under five screened for tuberculosis during the November outreach.,Wizara ya Afya - Kitengo cha Afya ya Kuzaliana kinawaomba wazazi katika Kaunti ya Nandi kuwachunguza watoto walio chini ya miaka mitano kwa ugonjwa wa kifua kikuu wakati wa kampeni ya Novemba.
HEA_00096,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased malaria risk in Isiolo County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Wizara ya Afya - Kitengo cha Afya ya Kuzaa inaonya juu ya kuongezeka kwa hatari ya malaria katika Kaunti ya Isiolo na inashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii.
HEA_00097,Health,Public health advisory: Division of Disease Surveillance and Response warns of increased typhoid risk in Taita-Taveta County and advises the public to complete the full recommended vaccination dose.,Ushauri wa afya ya umma: Idara ya Ufuatiliaji na Jibu la Magonjwa inaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Wilaya ya Taita-Taveta na inashauri umma kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00098,Health,KEMSA reminds the public that free tuberculosis screening is available at all public health centres in Kwale County this January.,KEMSA inawakumbusha umma kwamba uchunguzi wa bure wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kwale Januari hii.
HEA_00099,Health,SHA (Social Health Authority) calls on parents in Baringo County to have children under five screened for meningitis during the July outreach.,Shirika la Afya ya Jamii (SHA) linaomba wazazi katika Kaunti ya Baringo kuwa na watoto chini ya miaka mitano wachunguzwe kwa ajili ya meningitis wakati wa mkutano wa Julai.
HEA_00100,Health,Kenya Medical Association reminds the public that free tuberculosis screening is available at all public health centres in Nakuru County this July.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba uchunguzi wa bure wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Nakuru Julai hii.
HEA_00101,Health,Ministry of Health reminds the public that free tuberculosis screening is available at all public health centres in Garissa County this July.,Wizara ya Afya inawakumbusha umma kwamba uchunguzi wa bure wa kifua kikuu unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Garissa Julai hii.
HEA_00102,Health,CDC reminds the public that free dengue fever screening is available at all public health centres in Baringo County this January.,CDC inakumbusha umma kwamba uchunguzi wa bure wa homa ya dengue unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Baringo Januari hii.
HEA_00103,Health,SHA (Social Health Authority) reminds the public that free Rift Valley Fever screening is available at all public health centres in Baringo County this March.,Shirika la Afya ya Jamii (SHA) linakumbusha umma kwamba uchunguzi wa bure wa Rift Valley Fever unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Baringo mwezi huu wa Machi.
HEA_00104,Health,Public health advisory: CDC warns of increased Rift Valley Fever risk in Bungoma County and advises the public to use insecticide-treated mosquito nets every night.,Ushauri wa afya ya umma: CDC inaonya juu ya kuongezeka kwa hatari ya homa ya Rift Valley katika Kaunti ya Bungoma na inashauri umma kutumia mitungi ya mbu iliyoshughulikiwa na dawa za wadudu kila usiku.
HEA_00105,Health,Public health advisory: Kenya Medical Association warns of increased measles risk in Bomet County and advises the public to avoid contact with contaminated water sources.,Ushauri wa afya ya umma: Shirika la Matibabu la Kenya linaonya juu ya kuongezeka kwa hatari ya kuugua ugonjwa wa saratani katika Kaunti ya Bomet na linawashauri umma waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00106,Health,Kenya Red Cross calls on parents in Machakos County to have children under five screened for typhoid during the November outreach.,Msalaba Mwekundu wa Kenya unawataka wazazi katika Kaunti ya Machakos kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya ugonjwa wa kifua kikuu wakati wa kampeni ya Novemba.
HEA_00107,Health,Public health advisory: Ministry of Health - Reproductive Health Unit warns of increased typhoid risk in Siaya County and advises the public to avoid contact with contaminated water sources.,Ushauri wa afya ya umma: Wizara ya Afya - Kitengo cha Afya ya uzazi inaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Kaunti ya Siaya na inashauri umma waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00108,Health,Kenya Red Cross urges residents of Machakos County to report any suspected cases to community health volunteers following a rise in reported HIV/AIDS cases.,Msalaba Mwekundu wa Kenya unawahimiza wakazi wa Kaunti ya Machakos kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya ya jamii kufuatia ongezeko la visa vilivyoripotiwa vya VVU/UKIMWI.
HEA_00109,Health,Public health advisory: SHA (Social Health Authority) warns of increased tuberculosis risk in Mandera County and advises the public to avoid contact with contaminated water sources.,Ushauri wa afya ya umma: Shirika la Afya ya Jamii (SHA) linaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Kaunti ya Mandera na linawashauri umma waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00110,Health,KEMRI reminds the public that free cyclosporiasis screening is available at all public health centres in Lamu County this July.,KEMRI inawakumbusha umma kwamba uchunguzi wa bure wa cyclosporiasis unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Lamu Julai hii.
HEA_00111,Health,Notice: CDC confirms a cholera outbreak alert for Baringo County. Residents are advised to complete the full recommended vaccination dose.,Taarifa: CDC inathibitisha tahadhari ya mlipuko wa kipindupindu kwa Wilaya ya Baringo. Wakazi wanashauriwa kukamilisha kipimo kamili cha chanjo kilichopendekezwa.
HEA_00112,Health,Kenya Medical Association calls on parents in Vihiga County to have children under five screened for cholera during the December outreach.,Shirika la Matibabu la Kenya linawasihi wazazi katika Kaunti ya Vihiga kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya kipindupindu wakati wa kampeni ya Desemba.
HEA_00113,Health,Public health advisory: Kenya Medical Association warns of increased HIV/AIDS risk in Laikipia County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: Chama cha Matibabu cha Kenya kinaonya juu ya kuongezeka kwa hatari ya VVU / UKIMWI katika Kaunti ya Laikipia na inashauri umma kuripoti visa vyovyote vinavyoshukiwa kwa wajitoleaji wa afya wa jamii.
HEA_00114,Health,Kenya Medical Association calls on parents in Kericho County to have children under five screened for dengue fever during the December outreach.,Shirika la Matibabu la Kenya linawasihi wazazi katika Kaunti ya Kericho kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya homa ya dengue wakati wa mkutano wa Desemba.
HEA_00115,Health,Public health advisory: KEMRI warns of increased typhoid risk in Nakuru County and advises the public to avoid contact with contaminated water sources.,Ushauri wa afya ya umma: KEMRI inaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Kaunti ya Nakuru na inashauri umma waepuke kuwasiliana na vyanzo vya maji vilivyochafuliwa.
HEA_00116,Health,Ministry of Health calls on parents in Samburu County to have children under five screened for cyclosporiasis during the June outreach.,Wizara ya Afya inawaomba wazazi katika Kaunti ya Samburu kuwachunguza watoto walio chini ya miaka mitano kwa ugonjwa wa cyclosporiasis wakati wa uchunguzi wa Juni.
HEA_00117,Health,Ministry of Health - Reproductive Health Unit reminds the public that free dengue fever screening is available at all public health centres in Mandera County this October.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma kwamba uchunguzi wa bure wa homa ya dengue unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Mandera mwezi wa Oktoba huu.
HEA_00118,Health,Kenya Medical Association urges residents of Vihiga County to seek immediate testing at the nearest health facility following a rise in reported cholera cases.,Shirika la Matibabu la Kenya linawahimiza wakazi wa Kaunti ya Vihiga kutafuta upimaji wa haraka katika kituo cha afya kilicho karibu zaidi baada ya ongezeko la visa vya kipindupindu vilivyoripotiwa.
HEA_00119,Health,KEMSA calls on parents in Baringo County to have children under five screened for cholera during the March outreach.,KEMSA inawaomba wazazi katika Kaunti ya Baringo kuwachunguza watoto walio chini ya miaka mitano kwa ajili ya kipindupindu wakati wa kampeni ya Machi.
HEA_00120,Health,Notice: Kenya Medical Association confirms a Rift Valley Fever outbreak alert for Murang'a County. Residents are advised to report any suspected cases to community health volunteers.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya mlipuko wa homa ya Rift Valley kwa Kaunti ya Murang'a. Wakazi wanashauriwa kuripoti visa vyovyote vinavyotarajiwa kwa wajitolea wa afya wa jamii.
HEA_00121,Health,Notice: Kenya Medical Association confirms a typhoid outbreak alert for Nyandarua County. Residents are advised to seek immediate testing at the nearest health facility.,Taarifa: Chama cha Matibabu cha Kenya kinathibitisha tahadhari ya mlipuko wa kifua kikuu kwa Kaunti ya Nyandarua. Wakazi wanashauriwa kutafuta upimaji wa haraka katika kituo cha afya cha karibu.
HEA_00122,Health,Ministry of Health calls on parents in Kericho County to have children under five screened for HIV/AIDS during the January outreach.,Wizara ya Afya inawaomba wazazi katika Kaunti ya Kericho kuwa na watoto chini ya miaka mitano kuchunguzwa virusi vya UKIMWI wakati wa kampeni ya Januari.
HEA_00123,Health,SHA (Social Health Authority) reminds the public that free cholera screening is available at all public health centres in Kisumu County this January.,Shirika la Afya ya Jamii (SHA) linakumbusha umma kwamba uchunguzi wa bure wa cholera unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kisumu Januari hii.
HEA_00124,Health,KEMRI reminds the public that free measles screening is available at all public health centres in Kwale County this October.,KEMRI inawakumbusha umma kwamba uchunguzi wa bure wa ugonjwa wa saratani unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Kwale mwezi huu wa Oktoba.
HEA_00125,Health,KEMSA reminds the public that free malaria screening is available at all public health centres in Laikipia County this November.,KEMSA inawakumbusha umma kwamba uchunguzi wa malaria wa bure unapatikana katika vituo vyote vya afya ya umma katika Kaunti ya Laikipia mwezi huu wa Novemba.
HEA_00126,Health,Public health advisory: KEMRI warns of increased typhoid risk in Baringo County and advises the public to report any suspected cases to community health volunteers.,Ushauri wa afya ya umma: KEMRI inaonya juu ya kuongezeka kwa hatari ya kifua kikuu katika Kaunti ya Baringo na inashauri umma kuripoti visa vyovyote vinavyodhaniwa kwa wajitolea wa afya ya jamii.
